Kejadian,KELURAHAN,KECAMATAN,LUAS WILAYAH,KETINGGIAN WILAYAH,RAIN_D-1,RAINFALL_D-1,RAIN_LAST3D,ARAINFALL_LAST3D,RAIN_LAST7D,RAINFALL_LAST7D,TEPS_OF_DAY,CIPINANG HULU,STATUS_CIPINANG HULU,SUNTER HULU,STATUS_SUNTER HULU,PULO GADUNG,STATUS_PULO GADUNG
BANJIR,RAWAMANGUN,Pulogadung (Pulo Gadung),2.6,7,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,PISANGAN TIMUR,Pulogadung (Pulo Gadung),1.8,9,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,PULO GADUNG,Pulogadung (Pulo Gadung),1.92,4,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,KAYU PUTIH,Pulogadung (Pulo Gadung),4.37,2,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,PISANGAN BARU,Matraman,0.66,13,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,PONDOK BAMBU,Duren Sawit,4.99,12,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,KLENDER,Duren Sawit,3.08,10,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,CIPINANG MELAYU,Makasar,2.53,23,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,KEBON PALA,Makasar,2.3,17,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,PINANGRANTI,Makasar,1.89,30,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,MAKASAR,Makasar,1.85,22,YES,31,NO,72,NO,157,HUJAN SEDANG,125,NORMAL,150,WASPADA,750,SIAGA
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,KEBON PALA,Makasar,2.3,17,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,YES,83,NO,96,TIDAK HUJAN,90,NORMAL,75,NORMAL,400,NORMAL
BANJIR,JATINEGARA,Cakung,6.6,11,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,PULO GADUNG,Cakung,6.68,4,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,PENGGILINGAN,Cakung,4.48,7,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,KLENDER,Duren Sawit,3.08,10,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,DUREN SAWIT,Duren Sawit,4.58,17,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,PONDOK KELAPA,Duren Sawit,5.72,11,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,PULO GADUNG,Pulogadung (Pulo Gadung),1.92,4,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,KEBON PALA,Makasar,2.3,17,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,CIPINANG MELAYU,Makasar,2.53,23,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,CIPAYUNG,Cipayung,3.09,50,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,LUBANG BUAYA,Cipayung,3.72,26,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,RAMBUTAN,Ciracas,2.09,34,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,PEKAYON,Pasar Rebo,3.14,49,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,BIDARA CINA,Jatinegara,1.26,19,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,YES,2,NO,11,NO,91,HUJAN RINGAN,120,NORMAL,80,NORMAL,330,NORMAL
BANJIR,JATINEGARA,Cakung,6.6,11,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,CIPINANG,Pulogadung (Pulo Gadung),1.54,10,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,RAWA BUNGA,Jatinegara,0.88,12,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,BIDARA CINA,Jatinegara,1.26,19,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,KEBON PALA,Makasar,2.3,17,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,CIPINANG MELAYU,Makasar,2.53,23,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,KAYU PUTIH,Pulogadung (Pulo Gadung),4.37,2,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,JATI,Pulogadung (Pulo Gadung),2.15,7,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,PULO GADUNG,Pulogadung (Pulo Gadung),1.92,4,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,PONDOK KELAPA,Duren Sawit,5.72,11,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,RAWA TERATE,Cakung,4.1,4,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,PENGGILINGAN,Cakung,4.48,7,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,KEBON MANGGIS,Matraman,0.78,10,YES,9.5,YES,24.5,YES,93.5,HUJAN RINGAN,105,NORMAL,90,NORMAL,330,NORMAL
BANJIR,CIPINANG MELAYU,Makasar,2.53,23,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,PINANGRANTI,Makasar,1.89,30,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,MAKASAR,Makasar,1.85,22,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,HALIM PERDANA KUSUMA,Makasar,13.07,24,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,SUSUKAN,Ciracas,2.19,34,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,PULO GADUNG,Pulogadung (Pulo Gadung),1.92,4,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,PONDOK KELAPA,Duren Sawit,5.72,11,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,GEDONG,Pasar Rebo,2.85,32,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,YES,39.8,YES,26.3,YES,101.8,HUJAN SEDANG,115,NORMAL,200,WASPADA,735,SIAGA
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,BALEKAMBANG,Kramatjati (Kramat Jati),1.67,34,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,BIDARA CINA,Jatinegara,1.26,19,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,CAWANG,Kramatjati (Kramat Jati),1.79,21,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,CILILITAN,Kramatjati (Kramat Jati),1.8,26,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MELAYU,Makasar,2.53,23,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,CIPINANG MUARA,Jatinegara,1.63,14,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,DUKUH,Kramatjati (Kramat Jati),1.98,39,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG MELAYU,Jatinegara,0.48,10,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,7,NO,19,TIDAK HUJAN,85,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,34,NO,34,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,4,NO,6,TIDAK HUJAN,95,NORMAL,110,NORMAL,330,NORMAL
TIDAK BANJIR,KAMPUNG TENGAH,Kramatjati (Kramat Jati),2.03,28,NO,0,NO,0,NO,6,TIDAK HUJAN,80,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,77,NO,160,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,17,NO,79,TIDAK HUJAN,80,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,0,NO,0,TIDAK HUJAN,90,NORMAL,100,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,0,NO,10,TIDAK HUJAN,75,NORMAL,80,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,0,NO,0,TIDAK HUJAN,110,NORMAL,115,NORMAL,330,NORMAL
TIDAK BANJIR,RAMBUTAN,Ciracas,2.09,34,NO,0,NO,0,NO,0,TIDAK HUJAN,80,NORMAL,90,NORMAL,330,NORMAL
