Kejadian,KELURAHAN,RAIN_D-1,RAINFALL_D-1,RAIN_LAST3D,ARAINFALL_LAST3D,RAIN_LAST7D,RAINFALL_LAST7D,TEPS_OF_DAY,CIPINANG HULU,SUNTER HULU,PULO GADUNG
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,DUREN SAWIT,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,DUREN SAWIT,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,DUREN SAWIT,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,DUREN SAWIT,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,GEDONG,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,GEDONG,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,GEDONG,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,GEDONG,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,GEDONG,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,GEDONG,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,GEDONG,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,GEDONG,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,GEDONG,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,GEDONG,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,GEDONG,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,GEDONG,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,GEDONG,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,GEDONG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,HALIM PERDANA KUSUMA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,JATI,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,JATI,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,JATI,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,JATI,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,JATI,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,JATI,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,JATI,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,JATI,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,JATI,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,JATI,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,JATINEGARA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,JATINEGARA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,JATINEGARA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,JATINEGARA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,JATINEGARA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,JATINEGARA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,KAMPUNG MELAYU,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,KAMPUNG MELAYU,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,KAMPUNG MELAYU,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,KAMPUNG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,KAMPUNG TENGAH,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,KAMPUNG TENGAH,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,KAMPUNG TENGAH,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,KAMPUNG TENGAH,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,Kayu Manis,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Kayu Manis,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Kayu Manis,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,KAYU PUTIH,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,KAYU PUTIH,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,KAYU PUTIH,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,KAYU PUTIH,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,Kebon Manggis,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,Kebon Manggis,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,Kebon Manggis,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,Kebon Manggis,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,Kebon Manggis,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,Kebon Manggis,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,KEBON PALA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,KEBON PALA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,KEBON PALA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,KEBON PALA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,KEBON PALA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,KEBON PALA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,KLENDER,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,KLENDER,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,KLENDER,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,KLENDER,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,KLENDER,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,Kramatjati,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,Kramatjati,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,Kramatjati,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,Kramatjati,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,Kramatjati,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,Kramatjati,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Kramatjati,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Kramatjati,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Kramatjati,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Kramatjati,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,LUBANG BUAYA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,LUBANG BUAYA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,LUBANG BUAYA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,LUBANG BUAYA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,MAKASAR,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,MAKASAR,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,MAKASAR,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,MAKASAR,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,MAKASAR,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,MAKASAR,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,MAKASAR,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,MAKASAR,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,MAKASAR,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,MAKASAR,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,MAKASAR,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,MAKASAR,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,MAKASAR,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,MAKASAR,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,MALAKA SARI,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
