Kejadian,KELURAHAN,RAIN_D-1,RAINFALL_D-1,RAIN_LAST3D,ARAINFALL_LAST3D,RAIN_LAST7D,RAINFALL_LAST7D,TEPS_OF_DAY,CIPINANG HULU,SUNTER HULU,PULO GADUNG
TIDAK BANJIR,Batu Ampar,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,Batu Ampar,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,Batu Ampar,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,Batu Ampar,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,Batu Ampar,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,Batu Ampar,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,BIDARA CINA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,BIDARA CINA,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,BIDARA CINA,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,BIDARA CINA,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,BIDARA CINA,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,BIDARA CINA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CAKUNG TIMUR,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CAKUNG TIMUR,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CAKUNG TIMUR,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CAKUNG TIMUR,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CAWANG,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,CAWANG,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CAWANG,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CAWANG,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CAWANG,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CAWANG,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CAWANG,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CAWANG,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CAWANG,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CAWANG,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CAWANG,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CAWANG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CILILITAN,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,CILILITAN,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CILILITAN,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CILILITAN,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CILILITAN,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CILILITAN,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CILILITAN,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CILILITAN,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CILILITAN,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CILILITAN,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CILILITAN,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CILILITAN,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CIPAYUNG,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CIPAYUNG,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CIPAYUNG,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CIPAYUNG,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CIPAYUNG,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CIPAYUNG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CIPINANG,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CIPINANG,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CIPINANG,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CIPINANG,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CIPINANG,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CIPINANG CEMPEDAK,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CIPINANG CEMPEDAK,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CIPINANG CEMPEDAK,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CIPINANG CEMPEDAK,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CIPINANG MELAYU,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CIPINANG MELAYU,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CIPINANG MELAYU,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CIPINANG MELAYU,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CIPINANG MUARA,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIRACAS,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,CIRACAS,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,CIRACAS,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,CIRACAS,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,CIRACAS,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,CIRACAS,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,CIRACAS,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,CIRACAS,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,CIRACAS,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,CIRACAS,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,CIRACAS,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,CIRACAS,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,CIRACAS,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,CIRACAS,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
TIDAK BANJIR,DUKUH,NO,0,NO,77,NO,160,TIDAK HUJAN,80,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,17,NO,79,TIDAK HUJAN,80,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,90,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,10,TIDAK HUJAN,75,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,110,115,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,80,90,330
TIDAK BANJIR,DUKUH,NO,0,NO,7,NO,19,TIDAK HUJAN,85,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,34,NO,34,TIDAK HUJAN,75,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,4,NO,6,TIDAK HUJAN,95,110,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,6,TIDAK HUJAN,80,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,4,NO,4,TIDAK HUJAN,90,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,1,NO,14,TIDAK HUJAN,80,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,8,NO,53,TIDAK HUJAN,100,125,330
TIDAK BANJIR,DUKUH,NO,0,NO,39,NO,94,TIDAK HUJAN,100,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,25,NO,30,TIDAK HUJAN,110,100,440
TIDAK BANJIR,DUKUH,NO,0,NO,15,NO,67,TIDAK HUJAN,90,90,330
TIDAK BANJIR,DUKUH,NO,0,NO,25,NO,37,TIDAK HUJAN,90,105,330
TIDAK BANJIR,DUKUH,NO,0,NO,44,NO,159,TIDAK HUJAN,105,105,330
TIDAK BANJIR,DUKUH,NO,0,NO,17,NO,25,TIDAK HUJAN,155,160,450
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,22,TIDAK HUJAN,90,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,33,TIDAK HUJAN,95,80,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,2.5,TIDAK HUJAN,80,70,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,75,50,330
TIDAK BANJIR,DUKUH,YES,14,NO,12,NO,13,HUJAN RINGAN,110,70,370
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,23.5,TIDAK HUJAN,75,50,400
TIDAK BANJIR,DUKUH,NO,0,NO,33.5,NO,80,TIDAK HUJAN,90,100,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,80,55,330
TIDAK BANJIR,DUKUH,YES,4,NO,0,NO,68.5,HUJAN RINGAN,90,90,330
TIDAK BANJIR,DUKUH,YES,1,NO,0,NO,0,HUJAN RINGAN,85,50,330
TIDAK BANJIR,DUKUH,NO,0,NO,0,NO,0,TIDAK HUJAN,90,60,330
